GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod
O'Hare,11665,12756,12771.79774,2105.169491,3602.179661,2798.726553,2255.877966,965.9288137,737.838418,306.0768361,37.53981543,9593.117513,1077.361582,255.439548,1367.879096,478,12825.39712,10875.54673,7387.795234,6862.121277,525.6739566,3487.751492,147.8369782,6534.226644,4683.47714,470.2286285,1148.015905,63.50099407,169.0039763,75490.00008,762.3686229,3208.174943,1861.493862,344.8231109,10131.56836,1098.482486,2299.813559,2220.458757,771.821469,2580.707344,1160.284746,1564.917463,1468.753588,1338.373205,960.7966504,549.5155498,293.8289472,50990.30515,6176.185403,2405.049776,3776.389143,536.355263,6718.79186,816.6470595,40.00000007,452.4796382,259.8823531,5149.782809,4.518204847,317.3891404,3440.113125,2896.289595,65,1971.832768,2461.561087,3001.529415,1109.398191,61.52488693,84.77828061,905.3839705,661.7787075,730.2870803,103.9999999,182416.2628,5342,Health Care,Retail Trade,Accommodation and Food Service,Transportation,Professional,640,495,484,462,433,46924,Transportation,Accommodation and Food Service,Administration,Professional,Finance,26707,4533,3218,2031,1678,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2905,790,433,233,150,Outside of Chicago,Austin,Portage Park,Lake View,Irving Park,32073,773,626,608,561,,,,21009.8559,,,,,,,,,,,0.139860693,8536.170971,97.33690873,0.011402877,134.0275587,0.015701133,n/a,n/a,139.8216881,0.016379907,55.98462537,0.006558517,32.67397287,0.003827708,6481.928012,0.759348429,n/a,n/a,1454.513358,0.170394122,139.8848473,0.016387306,2401.425836,2289.355262,852.3624398,633.0418653,3435.204543,426.565789,2740.98086,1038.061327,24.99999997,101.7682373,911.2930897,1874.728206,235.2240148,319.3724975,1320.131694,1334.824399,481.7604894,621.6094238,231.4544862,1798.172365,1489.344089,250.1446088,58.68366675,5359.333998,6686.312132,12045.64613,4430.059644,7615.586487,3404.459247,4430.059644,583.5089468,3846.922468,89.00000009,226.7833004,1040.168987,20.00000002,725.8389669,973.3638173,110.0000001,9486,761,249,864,305,,,,,,,,,,,,,,,,,,,,,,,,
Portage Park,65340,64124,64954.39044,15354.43941,13893.83721,14046.40269,13643.65973,4324.608322,2503.626682,1187.816401,38.09396348,31828.95103,26999.08812,913.6695227,3517.681761,1695,64867.46978,52764.52509,36409.88882,34069.15608,2301.732739,16354.63628,1126.960257,32536.26435,22014.02912,3361.813607,5982.465477,868.97122,308.9849248,151640.0032,2702.784734,9160.617792,7704.810397,3041.576274,45473.32435,6529.510404,13031.60465,8580.020806,3540.700121,9018.916766,4772.571602,3852.893239,4573.316727,4243.284699,3462.583631,3375.049823,3102.295375,66309.30835,22609.4235,13248.41122,9361.457945,2523.572955,25133.49533,10858.03738,351,5664.457945,4019,4196.000001,5.801727763,629.8130844,2793.616822,6976.495327,14733.5701,1773.236033,4081.719627,9101.803739,7295.289721,3220.130841,1434.551402,1352.807829,5941.08897,5556.252672,307.8932388,287217.8939,25921,Health Care,Retail Trade,Accommodation and Food Service,Manufacturing,Education,3174,2944,2461,2446,2120,8334,Retail Trade,Health Care,Accommodation and Food Service,Administration,Finance,2114,1899,906,662,563,Outside of Chicago,The Loop,Near North Side,Near West Side,Portage Park,11581,4080,1683,1012,900,Outside of Chicago,Portage Park,Belmont Cragin,Dunning,Austin,4106,900,354,303,179,,,,14621.00913,,,,,,,,,,,1.144386678,2529.754309,936.1514518,0.370056273,401.2645449,0.15861799,42.14464847,0.016659582,145.7215322,0.057603037,90.09048821,0.035612347,21.74474068,0.008595594,811.8872371,0.320935213,n/a,n/a,70.06084356,0.027694722,10.68882231,0.004225241,5782.572955,6698.943062,4108.996443,6018.911035,15380.07474,1506.786477,7229.348756,2422.805127,27.99999999,81.97507554,2312.830052,5501.447115,479.9546808,1208.796068,3812.696366,4186.975817,1456.687306,1299.700902,1430.587609,9842.57247,6542.002997,2365.598933,934.9705399,40624.27342,20665.63766,61289.91108,26173.19718,35116.71389,14321.06527,26173.19718,20897.27636,7683.350345,228.9739582,2041.806752,1052.873905,123.9767004,391.9561418,2348.51892,347.9808146,45418,15022,336,2467,2097,,,,,,,,,,,,,,,,,,,,,,,,
Pullman,8921,7325,6816.000001,1286.000001,1556,1413,1511,596,322.9999999,131,41.87082405,675.0000003,301.9999998,5691.000001,5.000000005,143,6816.000001,5726.99998,3861.999987,3214.999988,646.9999983,1864.999993,121.9999996,3009.999989,1894.999993,138.9999995,918.9999968,56.99999975,0,0,670.0000008,1574.000002,596.0000008,227.0000003,4924.000001,617.9999999,1194,1469,465.0000001,751.0000002,427,985.0000001,825.0000002,471.0000001,378.0000001,313.0000001,95.00000005,42489.58334,3067.000001,1443,1623.999998,449.0000003,3515.999999,1094,1533.999999,211.9999999,325.9999998,349.9999995,5.776160146,0,180.9999999,1783.999999,1550.999999,1943.72973,526.9999994,1364,1255,339.9999996,29.99999999,971.0000002,417,23,32,128855.9322,2795,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,523,321,296,269,243,2498,Wholesale Trade,Retail Trade,Transportation,Education,Manufacturing,550,414,370,362,273,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1153,584,133,114,61,Outside of Chicago,Roseland,East Side,Auburn Gresham,South Shore,1321,75,74,55,45,,,,12261.02564,,,,,,,,,,,2.444082492,1354.48933,139.5140872,0.103001245,78.20551807,0.05773801,2.180721407,0.001609995,55.89225081,0.041264445,164.3894156,0.121366342,255.7564646,0.188821321,445.2487058,0.328720718,n/a,n/a,2.759426902,0.002037245,210.5427398,0.155440678,1369,906.0000002,451.0000001,341.0000001,1599,464.0000001,1468,654.0000008,11.00000002,39.00000005,604.0000007,994.0000012,228.0000002,253.0000002,513.0000008,471.0000006,277.0000004,143.0000003,51.00000004,780.0000011,678.000001,102.0000001,0,6029.999979,246.9999995,6276.999978,5790.999979,485.9999988,265.9999994,5790.999979,362.9999992,0,0,0,0,0,0,88.99999974,33.99999983,757,795,7262,15,92,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale,9809,6482,7261.999999,3146,1847,1119,784.9999999,255.9999998,65.99999993,43.00000001,23.01396648,130.9999999,188.9999999,6920,22.00000002,0,7215.000002,4666.00001,2849.000006,1899.000004,950.000002,1817.000004,23.00000004,1834.000004,657.0000015,192.0000004,864.0000019,89.00000019,32.00000003,0,1382.999999,969.999999,151.9999998,54.99999995,3393.999999,615.9999998,995,1395,252.9999999,75,59.99999992,1666,623.0000003,113.0000001,43.00000004,95.00000006,20,13517.69912,2560.000001,201.0000001,2359.000001,682.0000002,3242.000001,543.0000002,1899.000001,72.00000004,84.00000004,644.0000002,5.078661844,101.0000001,380.0000003,2583.000001,178,1947.598736,401.0000001,1370.000001,1178,274,19,201.0000002,0,0,0,64318.18181,1796,Health Care,Retail Trade,Administration,Accommodation and Food Service,Transportation,343,239,213,195,161,998,Utilities,Manufacturing,Transportation,Health Care,Professional,249,227,180,91,63,Outside of Chicago,The Loop,Near North Side,Near West Side,Roseland,816,224,97,75,39,Outside of Chicago,Roseland,South Shore,Auburn Gresham,Ashburn,688,21,15,13,11,1554,1461,1231,8002.800651,,,,,,,,,,,3.995499503,2258.712054,222.4637421,0.098491413,49.85678259,0.022073102,0.834437822,0.000369431,28.72912568,0.012719251,58.48778599,0.025894308,252.3136175,0.111706854,1143.900387,0.506439227,6.084900241,0.002693969,269.4009795,0.119271945,226.6402959,0.1003405,781.0000002,677.0000002,458.0000001,644.0000003,1739,1023,821.0000002,1077.999999,160.9999998,214.9999998,701.9999993,790.9999992,346.9999997,232.9999998,210.9999998,112.9999999,63.99999994,15.99999998,32.99999997,145.9999999,136.9999999,8.999999991,0,6222.000013,100.0000003,6322.000013,6155.000013,167.0000005,71.00000021,6155.000013,131.0000004,9.000000027,14.00000004,0,0,0,0,0,13.00000001,66,160,9479,7,97,6116,3179,3477,1322,961,27.5,4987,2858,2129,454,5441,1439,2306,2853,577,778,174,8127,40,46,21,26,19,20
Rogers Park,63484,54991,54872.00001,11616,16741,12252.00001,9206.000003,3099,1308,649.9999999,34.21590329,24110,11306.00001,14413,2985,2058.000001,51355.99999,46005.99999,32111,29945,2139,13894.99999,1765,27690,10876,1627.999999,11934,2777,475.0000001,526995.0002,9281,10993,3530,478,37959.00001,4906.000002,7464.000003,6712.000002,1793.000001,10010,7074.000001,7753.999998,6342,3867,2378,2240.999999,1700,40590.6822,24282,6064.000001,18218,3434.999999,27717,1610,495.0000001,1086,2608.000001,21865,4.367608314,1056,4223,8924.000001,13514,1941.070541,13829,8942.000002,3767,977,202.0000001,1737,2646,1156,497.0000001,201933.7017,23101,Health Care,Accommodation and Food Service,Education,Professional,Retail Trade,3599,2735,2574,2281,2218,10651,Education,Health Care,Manufacturing,Accommodation and Food Service,Retail Trade,3923,2665,1727,957,608,Outside of Chicago,The Loop,Near North Side,Rogers Park,Near West Side,9222,3954,2531,1081,1054,Outside of Chicago,Rogers Park,West Ridge,Edgewater,Uptown,4636,1081,680,493,284,,,,7580.681501,,,,,,,,,,,1.39357587,1175.921114,145.8700786,0.124047504,372.6376492,0.316890006,21.81279037,0.018549535,60.75746499,0.051667977,80.27974397,0.068269668,49.88507561,0.042422128,371.12358,0.315602446,n/a,n/a,69.04862858,0.058718759,4.506102981,0.003831977,11254,7561.999999,2122,3343.999999,9669.999999,1532.999999,14612,5643.000001,132.0000001,458.0000003,5053,7778,434,1887,5457,3843,1189,1898,756.0000001,6306,4575,1365,365.9999999,37140.99999,14777,51917.99999,32987.99999,18930,8265.000001,32987.99999,9749.000002,1338,434.0000001,238,655,144,596.0000002,2855,2921,20170,17639,18767,4063,2845,,,,,,,,,,,,,,,,,,,,,,,,
Roseland,52723,44619,41106.00001,10713,8014.000001,7145.000002,7957.000001,3797.000001,2617,863,39.11632101,489.9999997,533.0000002,39440.00001,148.9999999,493.9999999,40534.99998,32863.9999,18595.99995,14426.99996,4168.999989,14267.99995,467.9999984,13600.99996,7775.999979,1232.999997,4177.999988,290,123.9999999,127464.9983,3592.999997,6313.999994,3238.999996,1017.999999,27554.00001,4196,6943.000001,8506.000002,2429,3346.000001,2134,4819.999997,3796.999998,2215.999999,1390.999999,1384.999999,554.9999996,39303.54796,14163.99999,7643.999999,6520.000003,3636.999997,17801,10540,1444.000003,2268,1348,2101,6.274540194,1040,1524,9436.000001,5801.000002,1948.820433,1813,5318.000003,6936.000001,2621.999999,1111.999999,4880.999998,2547.999999,86.99999992,103.9999999,127309.322,12844,Health Care,Education,Administration,Retail Trade,Transportation,2444,1404,1373,1362,1111,2866,Health Care,Education,Accommodation and Food Service,Retail Trade,Manufacturing,1022,799,386,313,63,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5076,2679,802,634,268,Outside of Chicago,Roseland,West Pullman,Auburn Gresham,South Shore,1241,190,107,84,83,,,,13113.00941,,,,,,,,,,,2.053183391,3083.418424,1138.096106,0.369102065,182.0211023,0.059032242,15.56613147,0.005048336,71.91451278,0.023322982,322.0407848,0.104442778,10.6467608,0.003452908,1124.944384,0.364836759,n/a,n/a,70.2551705,0.022784832,147.9334709,0.047977099,4806.999998,3901.999997,2281.999999,3172.999998,8828.999994,2333.999998,5334.999998,3444.999996,53.99999985,205.0000004,3185.999995,4642.999995,811.9999979,879.9999995,2950.999997,2186.999999,1074,740.9999995,371.9999993,3323.999998,2624.999998,618.0000008,80.99999968,37843.99988,735.999999,38579.99988,37271.99989,1307.999998,288.9999998,37271.99989,522.999999,93.00000004,24,26.99999992,25.99999997,0,103.0000001,301.9999997,209.9999998,276,363,51568,31,485,,,,,,,,,,,,,,,,,,,,,,,,
South Chicago,38596,31198,29021,8726.000001,5752.000001,5493.000001,4812,2092,1666.000001,480.0000002,35.09938838,648.9999999,5921.000002,22194,110,147.0000001,28850,22144.00002,13062.00001,10624.00001,2438.000003,9082.00001,230.0000002,10137.00001,5358.000006,652.0000009,3859.000004,222.0000002,46.00000006,50335.00005,3677.999998,4035.000001,2265.000001,512.9999999,17808,3340.000001,6304.000001,4157.000001,1311,1841,855.0000003,4100.999999,2822,1652,955.0000002,744,217,32844.96754,10491,4099,6391.999999,3594,14085,4618.000001,207.9999999,3458,2857,2940.999999,5.788992298,261.9999998,850.9999997,4671,8301,1773.644742,2228.999999,4990,4575,1609,682.0000001,2273,1499,130,118,128993.6102,8413,Health Care,Retail Trade,Administration,Accommodation and Food Service,Education,1509,940,921,820,742,2835,Health Care,Accommodation and Food Service,Retail Trade,Construction,Education,1035,626,355,219,176,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,3364,1479,574,416,184,Outside of Chicago,East Side,South Chicago,South Shore,South Deering,1406,189,184,87,54,,,,10708.90794,,,,,,,,,,,2.463540364,2140.676044,367.1551356,0.171513638,271.2628687,0.126718318,24.12332057,0.01126902,65.83602392,0.030754781,73.27097232,0.034227959,34.46740967,0.01610118,631.8325499,0.295155613,n/a,n/a,62.8914632,0.029379253,609.8363004,0.284880238,3469.999999,2926,1623,2472,6370,1981,4120.999999,2832.999999,99.99999988,300.9999996,2431.999999,3651,646.0000001,944.0000001,2061,1618,775.0000001,571,272.0000001,1894.000001,1565,288.0000001,40.99999997,23950.00003,2953.000004,26903.00003,21145.00002,5758.00001,2442.000004,21145.00002,4647.000008,8.000000029,80.00000008,0,16.00000002,30.00000003,0,368.0000004,609.0000007,1135,10565,26253,49,594,,,,,,,,,,,,,,,,,,,,,,,,
South Deering,16990,15109,14696.99997,4211.999993,2787.999994,2696.999996,2431.999996,1452.999997,831.9999977,282.9999995,37.01445087,688.9999984,4584.999992,9365.999982,1.000000001,55.99999999,14607.99998,11524.99999,6532.999996,5058.999996,1474,4991.999997,180.9999998,4718.999997,3246.999997,344.9999997,1017.999999,89.99999992,19.00000001,0,960.9999996,2489.000001,1262,493.9999996,9669.999981,2001.999997,3194.999993,2414.999995,690.999999,762.9999986,603.9999988,2024.999998,1392.999998,808.9999989,425.9999995,375.9999994,176.9999997,35436.68121,5205.999994,2926.000005,2280.000005,720.9999992,5927.000011,2848.000007,1595.000002,715.0000016,373.000001,370.0000002,5.853122044,28.99999998,369.0000004,3426.000006,2103.000005,1944.16707,408.0000006,2360.000004,2457.000005,527.0000012,175.0000004,2378.999997,419.9999996,81.99999998,44.99999997,102056.962,4747,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,842,524,473,471,470,6958,Manufacturing,Wholesale Trade,Transportation,Retail Trade,Administration,4489,710,399,311,292,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1823,880,291,266,129,Outside of Chicago,East Side,South Deering,South Shore,Hegewisch,5204,185,129,89,88,,,,14809.14514,,,,,,,,,,,2.224320871,6974.220837,417.0314979,0.059796142,63.41777427,0.00909317,8.325779504,0.001193794,63.86887209,0.009157851,40.47882316,0.005804064,646.2431988,0.092661706,4541.853751,0.651234576,n/a,n/a,553.1012003,0.079306522,639.8999398,0.091752176,1669.999998,1497.999998,902.9999986,1134.999999,3449.999996,861.9999993,1755.999998,1468,136.9999998,207.0000002,1124,1744.000001,423.9999998,392,928.0000008,808.9999998,489.9999998,219.9999999,99.00000003,979.0000001,881,43.00000001,55.0000001,12186.99999,1740.999997,13927.99999,9944.999997,3982.999993,1435.999997,9944.999997,3469.999994,145.9999998,0,0,0,14,1,265.9999996,86.00000003,1287,5176,10335,8,184,,,,,,,,,,,,,,,,,,,,,,,,
South Lawndale,91071,79288,74943,23798,20142,15112,10241,3412,1740,498,29.95221971,3058,62345,9123.999999,112,303.9999999,65442.99999,56142.99999,28104.99999,25413.99999,2690.999998,28038,718.9999998,24397.99999,13241,5157.999998,4204.999999,1707,86.99999999,56045.00011,3893,8000.999998,4348.999999,1703,44053,21074,12403,5191,1878,2776,731,6287.999999,6012,2900,1218,1152,376,33611.69102,17946,6537,11409,2884,20830,3917,388.0000003,7583.000001,6356,2530,5.063966692,204.0000001,1718,3207,15701,1790.299981,2186,10797,5611.000001,1420,816.0000002,2808,3445.999999,218,65,156981.5039,17052,Manufacturing,Administration,Accommodation and Food Service,Retail Trade,Health Care,2631,2225,2036,1932,1728,11342,Manufacturing,Health Care,Transportation,Accommodation and Food Service,Retail Trade,2492,2168,1520,1273,1185,Outside of Chicago,The Loop,South Lawndale,Near West Side,Near North Side,7811,1700,843,842,819,Outside of Chicago,South Lawndale,Brighton Park,Chicago Lawn,Austin,5428,843,219,208,182,,,,11382.27165,,,,,,,,,,,1.370382396,2938.436588,238.1139764,0.08103424,437.0477475,0.14873479,42.99371234,0.014631492,107.5563413,0.036603254,318.1655806,0.108277164,488.6452748,0.166294307,1057.503448,0.359886428,n/a,n/a,25.72953947,0.0087562,222.6809672,0.075782124,3167,3926,2964,7888.999999,13795,3514.999999,4151,3846,21.00000002,337,3488,7879.999998,791.9999995,2377,4710.999999,2900,1556,784.9999998,559,2702.999999,2292.999999,322.9999999,86.99999997,41456.99999,27962.99999,69419.99998,15993.99999,53425.99999,24624,15993.99999,53081.99999,68.99999997,0,7,57.99999988,10,45,139.9999999,14.99999997,3210,75613,11759,116,373,,,,,,,,,,,,,,,,,,,,,,,,
South Shore,61556,52010,51543.00001,13305,10958,10118,10172,3951,2124.000001,915.0000004,37.08471531,1419,1215.000001,47967.00001,188,754.0000001,50463,40611.91,23876.08945,19716.9049,4159.184547,16735.82055,850.2204927,18625.81263,8362.797626,1245.852251,8264.705351,513.0625531,239.3948488,0,10106.41603,9365.844971,2760.031011,845.5969002,34620.00001,3540,8780.000002,10743,3117,4813.000001,3627,10653,5226,3103,1661.999999,1655,779,29889.62472,23078,5008.000001,18070,6299.000001,29377,3600.000001,762.0000001,2617.999999,4742,17636,5.008535739,776,3380,12147,13074,1943.111389,10740,10348,6249,1348,692.0000001,2317.999999,1909,515.9999997,257.0000001,157350.5654,16102,Health Care,Administration,Accommodation and Food Service,Retail Trade,Education,3208,1856,1673,1623,1546,2960,Health Care,Retail Trade,Other Service,Administration,Construction,925,634,284,246,215,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5080,3164,1574,1031,447,Outside of Chicago,South Shore,Auburn Gresham,Chatham,South Chicago,1122,308,97,83,81,,,,8713.419463,,,,,,,,,,,4.046043422,1877.044523,373.164648,0.198804367,465.6814639,0.248092924,19.64260924,0.010464647,94.49946609,0.050344819,72.08705795,0.038404554,14.50662207,0.007728438,610.504028,0.325247494,0.071970941,3.83E-05,144.726131,0.077103196,82.1605258,0.043771218,11771,5333,2798,3176,9996,3675,13082,7468.987088,151.0000001,420.7312666,6897.255821,6703.627914,763.8888898,1769.997418,4169.741607,3028.806205,1399.44703,1119.069769,510.2894061,4017.31525,2825.733854,940.5813961,251.0000005,45783.49251,1987.924993,47771.4175,44919.90689,2851.510615,1305.753751,44919.90689,1211.125106,86.22049248,7.000000007,50.55278798,0,16.23690914,55.99999995,745.7896977,678.5856215,703,636,59405,85,727,,,,,,,,,,,,,,,,,,,,,,,,
The Loop,16388,29283,37647.00001,5217.000004,16344.00001,7199.000001,5322.000002,2179.000001,1123.000001,263.0000001,32.48113728,23448.00001,3106.000001,3363.000001,6558.000002,1172,33727.99997,35527.00044,25663.00031,24213.00029,1356.000016,9864.000131,1900.000028,21955.00026,5494.000069,689.0000077,5375.000048,9646.000129,751.0000075,302054.9997,8696.999992,9678.999993,1793.999999,24.99999994,28702.00001,399.9999998,1047,3161.000001,1037,11001,12056,2509.999998,2046.999998,2075.999998,2745.999998,4211.999997,6603.999995,107245.8653,20194.99998,8078.000002,12117,4193.999996,24389.00001,730.0000002,346,31,61.00000001,23221,3.659812458,10795,6356.000002,2668,4570.000001,1989.550699,12543,8835.000002,2615.000001,281.0000001,115.0000001,452.9999998,1690.999999,3360.999997,2106.999998,379067.5547,17570,Professional,Finance,Health Care,Education,Administration,3867,2314,1895,1632,1163,420089,Professional,Finance,Education,Public Administration,Administration,100341,75031,57682,45479,30664,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,7011,4682,1889,1452,488,Outside of Chicago,Lake View,Near North Side,West Town,Lincoln Park,191115,16858,16085,10853,10534,,,,6561.024298,,,,,,,,,,,6.000649128,1059.099001,7.622000148,0.007196683,80.46013414,0.075970362,0.724218415,0.000683806,213.3039883,0.201401369,34.07594636,0.032174467,0.608380061,0.000574432,425.2176683,0.40149001,n/a,n/a,249.86351,0.235920825,47.22315514,0.044588046,10230.99999,7939.999994,1433.999999,589.9999994,7112.999994,294.9999998,13081.99999,1408.999999,17,89.99999997,1301.999999,2336.999998,66.99999995,98.99999986,2170.999999,2052.999998,108.9999998,382.9999996,1560.999999,13424.99999,7311.999995,4357.999996,1754.999999,26767.00029,9576.000153,36343.00044,26308.00028,10035.00016,2044.000024,26308.00028,2253.00003,1153.000026,1760.000016,196.0000028,213.0000032,306.0000039,993.0000142,2850.00006,311.0000067,10169,975,3221,1625,398,,,,,,,,,,,,,,,,,,,,,,,,
Uptown,63551,56362,58424.00001,7967.000002,19259,13493,10476,3830.000001,2227,1172,36.94515181,31595,8847.000002,10235,5806.000001,1941,55986.99999,51702.99994,37091.99995,35114.99996,1936.999997,14610.99998,2100.999998,32645.99996,11540.99998,1521.999998,16166.99998,2834.999996,580.9999995,497019.9997,11862.00001,13476.00001,3793.000002,611.0000006,46103,4675.000001,7276,6291.000001,2577,15877,9407.000001,8473.999999,6020,4236,3202,3836,3973.999999,51888.77755,29742,9325.000001,20417,3150,32892,1460.000001,546,658.0000002,2533,27644,4.237309825,2210,5879.000001,8544,16259,1940.596111,17552,9625.000001,4623,915.0000001,177,1448,3876.999999,2837,1126,275885.2691,27303,Professional,Health Care,Accommodation and Food Service,Education,Finance,3876,3730,2937,2384,2273,12696,Health Care,Education,Real Estate,Retail Trade,Accommodation and Food Service,5507,1302,1220,1061,880,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7998,6191,3830,1771,1197,Outside of Chicago,Uptown,Edgewater,West Ridge,Lake View,4073,1197,638,580,471,,,,6887.604039,,,,,,,,,,,5.927515986,1487.38987,84.76170438,0.056986878,352.4106732,0.23693228,23.78243204,0.015989373,69.5041281,0.046728924,243.701064,0.163844779,8.770309214,0.005896443,340.8285063,0.229145373,n/a,n/a,355.418417,0.238954442,8.2126363,0.005521509,15291,9087.999999,3144,2219,10096,1464,19646,5672.000004,126,649.9999998,4896.000004,7779.000004,862.0000003,1935.000001,4982.000002,4215.000002,1167,1720.000001,1328,10865.00001,7194.000005,3074.000003,597.0000004,41034.99995,14834.99998,55869.99993,35653.99996,20215.99998,9476.999988,35653.99996,7230.99999,2381.999998,516.9999993,652.9999995,390.9999996,445.9999995,1761.999998,3613.999995,3219.999996,26784,12674,13415,8206,2472,,,,,,,,,,,,,,,,,,,,,,,,
