GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod
Hermosa,26908,25010,23489.00001,6365.000001,5803.000002,4597.000001,4266.000001,1473,764.0000005,221,33.91019043,2366,19619.00001,754.9999999,496.9999999,251.9999998,23459.99999,18350.00001,12332,11562,770.0000003,6018.000003,331.0000001,11081,6961.000002,1154.000001,2195.000001,526.0000004,244.9999999,156425.0001,1100.000001,2725.000001,2268.000001,923.0000002,15074,5411.000002,3869.000001,2504,839.0000001,1629,821.9999999,1880.999999,2086.999999,1059.999999,832.9999999,715.9999997,438.9999998,43009.11854,7015.999997,3317,3699,832.9999997,7848.999999,2299.000001,109.9999999,2523.999999,1840,1068,5.714194373,72.99999999,445.9999998,1639,5690.999999,1787.936215,1267,3197.999999,2349,747.0000002,288.0000001,432.9999998,1924.999999,848.9999998,97.99999999,246888.1119,7983,Manufacturing,Health Care,Accommodation and Food Service,Retail Trade,Administration,1052,1004,941,923,829,3669,Manufacturing,Construction,Retail Trade,Wholesale Trade,Health Care,2337,416,151,143,142,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3294,877,456,376,299,Outside of Chicago,Belmont Cragin,Hermosa,Logan Square,Austin,1768,234,179,99,96,,,,13085.14868,,,,,,,,,,,0.704651509,748.4402995,166.9863199,0.223112411,146.3300895,0.195513376,14.40879035,0.019251756,26.35219029,0.035209475,19.07340295,0.025484201,111.6491667,0.149175782,245.5507034,0.32808322,n/a,n/a,15.52678082,0.020745517,2.562855695,0.003424262,1466.999999,1997.999999,935.9999997,2614.999999,5047.999998,740.9999998,1967.999999,1300.000001,0,0,1300.000001,2555.000001,211.0000001,417.0000003,1927.000001,1052.000001,328.0000001,444.0000003,280.0000001,1988,1322,542.0000002,124,13809,7853.000004,21662.00001,4337.000002,17325.00001,8133.000003,4337.000002,16355.00001,449,0,171.9999998,65.00000013,38.99999998,109.0000001,120,15.99999998,3086,22574,649,319,280,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt Park,65836,56323,56161.99999,17802,13675,11215,8454.999999,2975.999999,1541,498,31.15402038,4009,32076,18559,485.0000001,1033,55783.00001,41397.00002,26741.00001,23561.00001,3180.000001,14656.00001,645.0000003,22439.00001,12422.00001,2826.000002,5623.000002,1080.000001,488.0000007,57709.99992,4285.999994,7787.999994,3667.999996,1398.999998,33625,9569.999999,9238.999999,7199,1967,3914.999999,1735,5763.000001,4837,2614,1826,1431.000001,670.0000005,38592.71523,17141,6228,10913,2615,19756,4061,285,6582.000001,5653.999999,3142.999999,5.636911281,903.9999999,1697,4341,12814,1780.621196,3012,7869,6251,1790,833.9999999,2000,3236.000001,741.0000002,241.0000001,175625,18243,Health Care,Retail Trade,Accommodation and Food Service,Administration,Manufacturing,2611,2267,2190,2137,1662,9113,Manufacturing,Administration,Retail Trade,Health Care,Wholesale Trade,1798,1117,1092,1020,786,Outside of Chicago,The Loop,Near North Side,West Town,Near West Side,7216,2346,1356,1083,967,Outside of Chicago,Humboldt Park,Austin,Logan Square,Belmont Cragin,3782,409,327,312,275,,,,10413.44792,,,,,,,,,,,1.892664065,2306.723522,281.8764624,0.122197767,425.7525553,0.184570258,38.52429918,0.016700874,136.1802948,0.059036245,103.1583743,0.044720736,322.0904123,0.13963113,826.4534883,0.358280254,n/a,n/a,18.49254117,0.0080168,154.1950944,0.066845937,4108.000001,4303.000001,2779.000001,5951,11932,3112,5209.000002,3700.999997,77.00000001,168.9999997,3454.999998,5848.999993,624.9999992,1295.999999,3927.999996,2589.999997,819.9999992,979.999999,789.9999989,3898.999996,2997.999996,760.9999994,140.0000001,40854.00001,10630.00001,51484.00002,24866,26618.00003,10823.00001,24866,25740.00003,275,10,219.9999999,19.00000004,23.99999993,114.0000001,169.9999998,46.00000001,2184,31607,31207,239,599,,,,,,,,,,,,,,,,,,,,,,,,
Hyde Park,29920,25681,27517,5276,10286,4058,4049,2337,1066,445.0000001,31.13646101,13099,2343,7386,3324,1365,24798.00001,24691.00001,15537,14543,985.0000003,9154.000003,1123,12961,3548.000001,510.0000001,3817.000001,4941.000002,145,100460.0001,5004.999998,6275.999997,1576,186,17470,565,1143,2016,644,4327,8775.000001,3763.000001,2335,2130,1554,1222,2039.000001,54139.78495,13043,4639.999999,8403,1427,14470,705.9999998,1051,147,1020,11510,4.665328467,317,2695.999999,3620,7837,1766.91336,6448,3495.999999,2510,1427,588.9999999,1150,1404,1056,973.0000004,272484.2768,11065,Education,Health Care,Professional,Accommodation and Food Service,Administration,2856,2161,830,796,728,26078,Education,Health Care,Accommodation and Food Service,Retail Trade,Real Estate,12840,10001,1133,801,448,Hyde Park,Outside of Chicago,The Loop,Near North Side,Near West Side,3110,2944,1883,722,492,Outside of Chicago,Hyde Park,Kenwood,Near South Side,Near North Side,9941,3110,831,713,686,,,,7210.298045,,,,,,,,,,,15.58916719,1032.261867,98.59258681,0.095511217,177.606989,0.172056137,6.437151973,0.006235968,39.94915685,0.038700603,174.9236553,0.169456667,n/a,n/a,251.5009976,0.243640694,n/a,n/a,278.7021513,0.269991715,4.549177794,0.004407,6917.000001,3530.000001,1417,1179,4475.000001,567,8568.000001,2409.999999,33.9999999,53.9999999,2321.999999,3039.999999,169.9999999,562.9999998,2306.999999,2120.999999,599.9999997,810.9999994,709.9999995,4783.999998,3303.999999,1203,277,21103.00001,5481.000002,26584.00001,19679.00001,6905.000002,1567,19679.00001,1989.000001,317.0000001,1655,49,154,223.0000001,512.0000002,1478.000001,528.0000002,13020,1230,11290,3366,1014,,,,,,,,,,,,,,,,,,,,,,,,
Irving Park,58643,53359,53665.00002,11741,13919,12565,10010,3236.000001,1643.000001,551.0000001,36.21076002,23040.00001,22643.00001,1633.000001,4417.000001,1932.000001,53242.00001,43844,31410,30041,1329,12434,1884.000001,27729,15443,2547.999998,8160,1310.999999,267.0000003,302059.9999,3026.000004,9492.000008,6253.000007,1639.000002,38603.00001,5438.000001,8309.000004,6704.000001,2543.000001,10066,5543.000001,2985.000001,4692.000001,3996,2412,3004.000001,3321.000001,64598.48843,20410,9940,10470,2366,22776,6070,799,5147,3600,7054.000001,5.566579178,1516,1851,3782,15627,1784.413515,4732,9290,5448,2348,958,1037,3661,3066.000001,2127.000001,313200,21972,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,2778,2238,2154,2130,1858,9799,Wholesale Trade,Health Care,Retail Trade,Accommodation and Food Service,Manufacturing,1518,1100,1014,934,917,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8185,3995,1956,1193,673,Outside of Chicago,Irving Park,Belmont Cragin,Portage Park,Albany Park,4110,673,369,351,274,,,,12749.05106,,,,,,,,,,,1.180333398,2057.194253,512.7908526,0.249267103,403.7483643,0.196261663,47.23189437,0.022959375,104.2002919,0.050651654,71.11763608,0.034570209,68.49553388,0.033295608,743.3061582,0.361320355,n/a,n/a,94.62551213,0.045997364,11.67801,0.005676669,6170.000001,6174.000001,3761,4305.000001,12348,1361,8062.000001,1759.000002,41.00000009,105.0000001,1613.000002,5507.000006,459.0000004,1383.000001,3665.000005,3976.000004,1042.000001,1849.000001,1085.000001,8673.000008,5647.000005,2175.000002,851.0000006,34260,15445,49705,24819,24886,10684,24819,17466,1747,147.9999999,1815.999998,819.0000003,96.99999978,670.0000004,1869,254,25912,25401,1121,4362,1847,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Park,25859,25448,27989.00001,6145.000001,5735.000001,5660.000001,6066.000002,2461.000001,1354,568.0000002,39.75810081,17159,6910.000001,306.9999999,2894,718.9999997,27954,22886.00003,15438.00002,14708.00002,730.0000008,7448.000007,382.0000008,13833.00002,9456.00001,1228.000001,2880.000005,209.0000004,60.00000017,181455,1260.000001,4182.000005,3680.000005,1393.000003,20540,2148,5248.000001,4111.000001,1555,4936.000001,2542.000001,1706,1706,1776,1648,2002,1677,76054.30826,10515,6750.000006,3765.000003,765.9999999,11281.00001,5652.000005,93.00000013,2207.000001,1383.000001,1942.000002,5.751002004,509.0000003,1304.000001,5016.000005,4452.000003,1947.359133,1509.000001,4452.000004,3643.000003,1307.000001,370.0000003,513.9999999,2887,3110.999999,208,298518.7861,11945,Health Care,Retail Trade,Education,Professional,Accommodation and Food Service,1478,1223,1189,1020,951,5924,Manufacturing,Real Estate,Retail Trade,Finance,Accommodation and Food Service,917,724,611,596,510,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,5628,2274,658,423,339,Outside of Chicago,Jefferson Park,Portage Park,Belmont Cragin,Norwood Park,3116,276,202,148,133,,,,13924.67335,,,,,,,,,,,0.850043272,1489.168086,501.384676,0.336687766,176.2492613,0.118354176,10.28476424,0.006906382,57.9102542,0.038887655,26.28780603,0.017652679,50.52450272,0.033928005,525.50311,0.352883677,n/a,n/a,133.5206703,0.089661249,7.503041115,0.005038411,3077,3187.999999,1595,2655,6795,633.0000002,3720,1161.000003,32.00000022,71.00000024,1058.000002,2089.000002,241.0000001,559.0000003,1289.000001,1754.000001,657.0000001,449.0000004,648.0000009,5281.000008,3585.000006,1156.000001,540.0000008,18285.00002,7929.000011,26214.00003,14450.00002,11764.00002,4945.000008,14450.00002,4731.000008,3100.000003,263.9999998,717.0000018,352.0000007,93.00000007,955.0000011,1488.000001,64.0000001,21101,2881,81,1237,559,,,,,,,,,,,,,,,,,,,,,,,,
Kenwood,18363,17841,17440,3321,4785,3204,3140,1721,905.0000001,364,37.5647452,3185,450,11744,1386,675.0000001,17243,14672,9277.999997,8443.999998,833.9999995,5393.999999,484.9999999,7767.999998,4101.999998,328.9999998,2604,618.9999999,113.9999998,75850.00008,2979.000002,4729.000002,1296,304.0000001,12916,1033,1526,2065,828,3384,4080,3176.000001,1531,1333,861.9999999,1046,1360,49161.3924,9308.000001,3137,6171,1303,10611,792,800,130,641,8214,4.477082575,896.9999999,3642,2703,3369,1964.517167,4536,2918,1971,747,439.0000001,829.0000001,965,737.9999998,475,246921.6418,7053,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1250,1232,642,563,561,1133,Retail Trade,Health Care,Real Estate,Other Service,Accommodation and Food Service,225,209,152,144,141,The Loop,Outside of Chicago,Hyde Park,Near North Side,Near West Side,1808,1752,831,582,450,Outside of Chicago,Kenwood,South Shore,Hyde Park,Grand Boulevard,328,66,60,42,34,,,,8361.182119,,,,,,,,,,,6.805665299,666.5200613,133.6843979,0.200570704,128.1257882,0.192230955,0.459894808,0.000689994,26.04208244,0.039071716,54.0918224,0.08115558,0.607836344,0.000911955,179.3330602,0.269058758,n/a,n/a,123.730546,0.185636642,20.444633,0.030673695,5076.000001,2473,1040,719,3556,805.0000002,5752.000001,1938.000002,129.0000001,208.0000002,1601.000001,2203.000001,125.0000002,476.0000004,1602.000001,1333.000001,293.0000002,490.0000002,550.0000001,3234.000001,2198.000001,758.0000001,278.0000001,14522.99999,1960,16482.99999,14147.99999,2335,556.0000001,14147.99999,568.9999997,111,628.0000004,28.99999998,78.00000008,114.0000001,258.0000001,325.0000001,223,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,,,,,,
Lake View,94817,94368,100547,12125,49269,20067,11077,4797.999999,2342,868.9999999,31.27204157,78804.99999,8167.999998,3618,6829,3127,100162,89367.00003,75520.00002,73297.00002,2211,13847,4936.000001,67486.00002,20865.00001,2644.000001,37275.00001,5359.000001,1343.000001,549060.0002,18829,24840.00001,7816.000002,1264,75818.99999,1508,4048.999999,6643.999999,2534,36283,24801,6088,7723,8710,6748.000001,9812,13668,89276.45228,52749,19844,32905,4965,57714,3999,1696,3044,8333.999999,40600,4.41827768,6229,13392,15786,22307,1957.111633,26307,18431,8812,2686,1478,1223,5024,5899.000001,6616.000001,391717.8812,55325,Professional,Finance,Health Care,Education,Accommodation and Food Service,11466,6435,5422,4609,4608,25133,Health Care,Accommodation and Food Service,Retail Trade,Arts and Entertainment,Other Service,6139,5369,3859,1754,1740,The Loop,Outside of Chicago,Near North Side,Near West Side,Lake View,16858,13709,8870,4349,2464,Outside of Chicago,Lake View,Uptown,Edgewater,West Town,8983,2464,977,733,718,,,,7319.603012,,,,,,,,,,,2.691740427,1994.179416,220.7097852,0.110676995,632.3573341,0.317101525,92.32956748,0.046299529,124.1097272,0.062235988,96.36721538,0.048324245,16.47427822,0.008261182,623.4411521,0.312630422,n/a,n/a,178.076094,0.08929793,10.31426203,0.005172184,25558,17795,4996,4400.000001,15740,870.9999999,37009,3915,192.0000001,356.9999999,3366,8846.000001,359.0000002,1482,7005.000001,8501.000002,1325,3901.000001,3275.000001,30060.00001,19235,8462.000002,2363.000001,82509.00002,12734,95243.00003,79840.00002,15403,3378.000001,79840.00002,5341.000001,1834.000001,1104.000001,582,336,359,963.0000003,3802.000001,1082,75363,8268,4193,5143,1850,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Park,64320,64116,68696.99999,11928,30454,12008,8221.999998,3854.999999,1711.999999,517.9999999,30.44482876,54317.99999,4074,3136,5109,2060,64796.99999,59630.00003,46617.00002,45281.00002,1336.000001,13013.00001,3055.000001,41593.00002,14604.00001,1743.000001,19791.00001,4116.000002,1339,338170.0008,9703.000003,15705.00001,6051.000008,864.0000013,48665.99999,1034,2643,3093,868.9999998,23171,17856,4148.999999,3252,4230.999999,3412,5767,11512,108874.6823,32323,14370,17953,3049,35371.99999,3649.999999,3278.999999,1663,4844.999999,21830,4.528392387,3554.999999,11688,5676,14453,1962.415399,14633,10629,5987.999999,2639,1483,387.9999999,1891,3602,6613.999999,527236.9203,32732,Professional,Finance,Health Care,Education,Accommodation and Food Service,7108,4101,3000,2683,2286,23468,Retail Trade,Accommodation and Food Service,Health Care,Transportation,Other Service,5184,4556,2873,2334,2053,The Loop,Outside of Chicago,Near North Side,Near West Side,Lincoln Park,10534,8725,4982,2553,1253,Outside of Chicago,Lake View,Lincoln Park,West Town,Logan Square,8802,1360,1253,774,764,,,,8076.595753,,,,,,,,,,,4.426340653,2024.464343,307.4584037,0.151871484,372.1893661,0.183845849,63.64392149,0.031437413,249.6782506,0.123330525,105.1891788,0.051959018,47.34876725,0.023388294,532.9101396,0.263235132,n/a,n/a,318.2957529,0.157224677,27.7505628,0.013707608,14777,10702,3425.999999,3418,11451,663.9999999,20872,3050.000001,82.99999994,413,2554.000001,3840.000001,150,719.0000002,2971.000001,4200.000002,698.0000002,1635.000001,1867.000001,20546.00002,12701.00001,5680.000005,2165.000002,56833.00002,8144.000006,64977.00003,55881.00002,9096.000007,2113.000001,55881.00002,2541.000001,1351.000002,997.0000004,145.0000001,324.0000001,276.0000002,492.0000005,2609.000003,361.0000006,54341,3254,3323,2325,1077,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Square,44574,39493,41713,7503,13482,10397,6629.999999,2087,956.9999998,657.0000001,34.89399439,26897,7726,1492,3735.000001,1863,41020.99999,35288.00002,27200.00001,25991.00001,1209,8088.000007,1980,23446.00001,11152.00001,1059.000001,9290.000002,1609.000001,336.0000004,219385.0004,3605.999993,9784.999986,4299.999996,657.9999996,32156,2265,4053,4427,1361,12360,7689.999999,2523,3672,3142.999999,2542,3153,3315.999999,73620.64117,18349,7265,11084,1491,19840,2904.999999,438.9999998,3153.999999,4036.000002,9296.000001,5.229166666,1694,2240,5476.000003,10430,1764.400767,6264,7209.000003,4632,1139,595.9999999,565.9999997,2060.999999,2293,2200,362449.7992,19695,Professional,Health Care,Education,Accommodation and Food Service,Finance,2718,2578,2013,2008,1555,9637,Health Care,Accommodation and Food Service,Retail Trade,Manufacturing,Professional,4190,1120,1003,580,513,Outside of Chicago,The Loop,Near North Side,Near West Side,Lincoln Square,6226,4448,2347,1167,779,Outside of Chicago,Lincoln Square,West Ridge,Albany Park,Uptown,3875,779,434,316,288,,,,9594.689266,,,,,,,,,,,1.92710545,1638.024062,224.261115,0.136909536,346.5923313,0.211591722,34.93351248,0.021326617,54.4379167,0.033233893,382.8808739,0.233745574,41.3656625,0.025253391,456.3523885,0.278599319,n/a,n/a,82.66726829,0.050467676,14.5329937,0.008872271,6820.999999,6014.999999,3065,2447.999999,9074.999998,871.9999999,9273.999999,1624.999996,0,19.00000003,1605.999996,4291.999993,167.9999998,835.9999985,3287.999994,3085.999996,541.9999994,1567.999998,975.9999987,8950.999991,5940.999993,2288.999998,720.9999997,29479.00001,8889.000008,38368.00002,25838.00001,12530.00001,4389.000004,25838.00001,5363.000004,1524.000001,239.0000004,1046.000001,811.000001,267.0000002,1181.000001,1632.000001,467.0000004,23716,11831,1342,5921,1764,,,,,,,,,,,,,,,,,,,,,,,,
Logan Square,82715,72791,72724.00001,14180,28051.00001,16508,8825.000003,3146.000001,1548,466.0000002,32.19589107,34880,30197.00001,3359.000001,2413.000001,1875,72275,61064.14965,47988.9925,46041.27407,1934.718427,13075.15715,2664.41347,42607.24507,20314.39382,2194.787652,15489.60804,3791.531336,816.9242278,520320.0003,6037.180059,14576.16344,7198.443212,1581.966759,53034.00001,5510.000002,9782.000002,6377.000002,2354.000001,18531,10480,4746,5102.000001,4780.999999,3786,5289,5655.000001,75333.4654,29359,11098,18261,3230,32588.99999,4690.999998,885.9999996,7197.999998,8496.999999,11169,5.457715612,3400.999999,3269,3806.999999,22111.99999,1783.678319,7344.999999,13488,8534.999997,2360.999999,860,540,2687,4439,3293,385096.3355,35735,Professional,Health Care,Accommodation and Food Service,Retail Trade,Education,4958,3747,3722,3019,2954,18079,Accommodation and Food Service,Retail Trade,Administration,Health Care,Transportation,3056,2966,2096,1639,1501,Outside of Chicago,The Loop,Near North Side,Near West Side,Logan Square,11167,7668,3951,2650,1578,Outside of Chicago,Logan Square,West Town,Lake View,Belmont Cragin,6892,1578,830,606,584,,,,9716.676017,,,,,,,,,,,0.972002911,2297.005663,278.0592215,0.121052911,621.2497549,0.270460698,76.52919203,0.033316937,188.1916156,0.081929104,70.77710648,0.03081277,125.2250702,0.054516657,859.4805291,0.374174319,n/a,n/a,41.43562123,0.018038972,36.05755186,0.015697633,9023,11034,4395,4907.000001,14108,1836,15251,3226.434905,28.00000003,220.0000003,2978.434905,6172.199449,326.0387817,1363.889198,4482.271469,4731.102494,1046.058172,2013.927978,1671.116344,14743.01662,9453.71745,4042.886426,1246.412743,55435.77359,12523.95977,67959.73337,44263.20859,23696.52478,11089.97474,44263.20859,20651.57342,887.9410663,125.2057999,267.9999999,169,154,200.3676333,1038.069224,202.3676333,21742,53833,4290,1087,1763,,,,,,,,,,,,,,,,,,,,,,,,
Lower West Side,44031,35769,32788.99999,7105.999999,11129,6476.999999,4763.999999,2069,782.0000002,461.9999999,32.49659957,5902.999998,24275,1151,1088,372,32664,27039.00002,19009.00001,17760.00001,1249.000001,8030.000006,497.0000002,16928.00001,7158.000005,1600.000001,5695.000004,2044.000001,430.9999998,299575,3779.000004,5200.000006,2473.000003,807.0000007,22660,6891,4394.999999,3092,1195,4616.999999,2469.999999,3211.000001,3329,2532,1250,1265,672.0000001,45204.43925,12259,3683.999999,8574.999998,1567,13826,1608,289.9999999,3619.999999,4215.999999,4056.999999,4.93117506,983.9999999,1738,1768,9335.999997,1783.357969,2782.999999,6498.999998,3478.999999,712.9999997,351.9999999,800.0000002,1862,805.9999999,216.0000002,245462.963,12051,Accommodation and Food Service,Administration,Health Care,Manufacturing,Retail Trade,1556,1282,1259,1205,1138,13848,Wholesale Trade,Manufacturing,Administration,Transportation,Health Care,2731,1916,1877,1360,1095,Outside of Chicago,The Loop,Near West Side,Near North Side,Lower West Side,3879,2197,1068,1056,699,Outside of Chicago,Lower West Side,South Lawndale,Brighton Park,Gage Park,6290,699,406,332,279,,,,10056.32503,,,,,,,,,,,1.215329504,1872.14701,63.06848394,0.033687784,226.1700363,0.12080784,51.68932535,0.027609651,72.46021693,0.038704341,98.84434968,0.052797323,490.4188245,0.261955296,759.3780829,0.405618832,n/a,n/a,37.8838698,0.020235521,72.23382115,0.038583413,3752.000001,3913.000001,2023,2571,6613.000001,1258,5646.000001,2088.000003,22.00000002,47.00000012,2019.000003,4130.000005,565.000001,1133.000002,2432.000002,2502.000003,1127.000002,917.0000007,458.0000005,3173.000003,2363.000002,773.0000009,37.00000003,20328.00001,10809,31137.00002,9820.000008,21317.00001,8206.000003,9820.000008,20096.00001,180,219.0000006,103,184.0000006,157,144.0000002,173.0000003,61.00000016,3587,39144,774,121,405,,,,,,,,,,,,,,,,,,,,,,,,
McKinley Park,15962,15612,15920,4039.999999,3943,3447.999999,2796,1125,405.9999999,162,34.90448505,2718,8978.999999,156,3929.999999,137,15878.99999,12539,8347.999997,7507.999997,839.9999996,4190.999999,214.9999999,7072.999998,3693.999999,1008,2024.999999,281.9999999,64,100815,804.0000003,2448.000002,1491.000002,500.0000003,10440,2844,3161.999999,1541,669.9999999,1439,783.9999998,1296.999999,1549.999999,887.9999994,527.9999997,672.9999996,306.9999998,46112.06896,5242.999997,3032.999999,2210,357.9999998,5600.999998,1936.999999,266.9999999,2029,929.9999996,437.9999997,5.685105068,455.9999998,364.9999997,950,3829.999999,1784.191906,495.9999998,2058.999999,2213.999999,565.9999997,265.9999998,556.9999997,1819.999999,534.9999996,103.9999998,218624.6418,5790,Accommodation and Food Service,Health Care,Retail Trade,Manufacturing,Administration,843,639,616,526,487,4861,Administration,Retail Trade,Wholesale Trade,Manufacturing,Accommodation and Food Service,1367,866,859,491,256,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,1805,1060,501,328,251,Outside of Chicago,Brighton Park,McKinley Park,Bridgeport,South Lawndale,2519,169,157,112,109,,,,12580.41519,,,,,,,,,,,2.586987052,905.2295597,120.0451555,0.132612942,107.6872085,0.118961215,11.82104145,0.013058612,61.32096813,0.067740793,24.73009867,0.027319146,162.7896638,0.179832466,301.5514611,0.333121536,n/a,n/a,73.64760239,0.081357929,41.6363602,0.045995361,1252.999999,1366.999999,996.9999994,1625.999999,3629.999998,565,1612.999999,908.0000006,0,0,908.0000006,1759.000002,206.0000004,523.0000002,1030.000001,876.0000008,334.0000004,182.0000001,360.0000003,1508.000001,1162.000001,302.0000003,44.00000004,8963.999997,5858.999998,14822.99999,4143.999998,10679,4861.999999,4143.999998,6963.999997,85.99999999,3353.999999,46.99999998,24.99999997,32,68.99999999,95.99999997,5.999999994,4607,9819,116,1212,208,,,,,,,,,,,,,,,,,,,,,,,,
